sku_id,total_quantity,total_sales,transactions,stores,channels,first_sale,last_sale
SKU00125,4529,2047324.83,2371,30,3,2022-01-01,2025-12-31
SKU00126,7046,1690923.4,3739,30,3,2022-01-01,2025-12-31
SKU00127,1303,274318.66000000003,705,30,3,2022-01-12,2025-12-31
SKU00128,1783,1244956.56,942,30,3,2022-01-01,2025-12-31
SKU00129,3334,661126.65,1747,30,3,2022-01-03,2025-12-31
SKU00130,1364,463917.14,729,30,3,2022-01-01,2025-12-30
SKU00131,6056,679232.5,3223,30,3,2022-01-01,2025-12-31
SKU00132,1888,821897.3200000001,1008,30,3,2022-01-03,2025-12-31
SKU00133,2076,3340971.62,1093,30,3,2022-01-03,2025-12-31
SKU00134,1557,294191.32,841,30,3,2022-01-02,2025-12-31
SKU00135,2136,385765.54,1131,30,3,2022-01-01,2025-12-29
SKU00136,1479,693198.04,785,30,3,2022-01-03,2025-12-26
SKU00137,1428,194132.63,745,30,3,2022-01-01,2025-12-31
SKU00138,2101,1311862.66,1108,30,3,2022-01-01,2025-12-29
SKU00139,1819,1364018.1300000001,938,30,3,2022-01-01,2025-12-31
SKU00140,1237,172205.87,678,30,3,2022-01-15,2025-12-30
SKU00141,1434,3501875.4299999997,759,30,3,2022-01-04,2025-12-30
SKU00142,2644,337126.27,1402,30,3,2022-01-02,2025-12-31
SKU00143,2611,155416.36,1395,30,3,2022-01-02,2025-12-31
SKU00144,1714,301333.51,920,30,3,2022-01-01,2025-12-31
SKU00145,1443,650382.79,747,30,3,2022-01-02,2025-12-26
SKU00146,5169,3445760.21,2803,30,3,2022-01-02,2025-12-31
SKU00147,1944,1405304.8199999998,1036,30,3,2022-01-01,2025-12-30
SKU00148,1447,494421.06,781,30,3,2022-01-06,2025-12-31
SKU00149,3261,459009.94,1658,30,3,2022-01-01,2025-12-31
SKU00150,1294,319251.61,705,30,3,2022-01-01,2025-12-31
SKU00151,2265,430301.42000000004,1194,30,3,2022-01-06,2025-12-31
SKU00152,2888,4947758.07,1540,30,3,2022-01-01,2025-12-31
SKU00153,1433,242289.32,764,30,3,2022-01-01,2025-12-31
SKU00154,1642,3465669.7,859,30,3,2022-01-01,2025-12-31
SKU00155,1272,705982.5599999999,654,30,3,2022-01-04,2025-12-31
SKU00156,1307,201373.85,705,30,3,2022-01-04,2025-12-25
SKU00157,1802,200218.28,960,30,3,2022-01-05,2025-12-31
SKU00158,5230,2415709.14,2752,30,3,2022-01-01,2025-12-31
SKU00159,2025,437375.0,1098,30,3,2022-01-04,2025-12-29
SKU00160,2059,386738.88,1076,30,3,2022-01-01,2025-12-30
SKU00161,1395,645102.0,736,30,3,2022-01-10,2025-12-31
SKU00162,1577,4118696.64,834,30,3,2022-01-02,2025-12-27
SKU00163,8802,1247658.23,4681,30,3,2022-01-02,2025-12-31
SKU00164,3162,338655.45,1696,30,3,2022-01-01,2025-12-31
SKU00165,1971,159263.80000000002,1102,30,3,2022-01-03,2025-12-30
SKU00166,11258,8748247.69,6001,30,3,2022-01-01,2025-12-31
SKU00167,1222,2995922.01,649,30,3,2022-01-01,2025-12-31
SKU00168,3148,6608944.28,1700,30,3,2022-01-03,2025-12-31
SKU00169,26616,2365325.29,14120,30,3,2022-01-01,2025-12-31
SKU00170,1265,1471070.21,660,30,3,2022-01-02,2025-12-30
SKU00171,3417,811235.52,1842,30,3,2022-01-01,2025-12-31
SKU00172,2386,250323.76,1263,30,3,2022-01-05,2025-12-29
SKU00173,1256,1294836.76,657,30,3,2022-01-02,2025-12-28
SKU00174,1522,893407.8400000001,824,30,3,2022-01-01,2025-12-31
SKU00175,2591,443108.11000000004,1411,30,3,2022-01-01,2025-12-31
SKU00176,1514,64593.24,830,30,3,2022-01-02,2025-12-31
SKU00177,17167,1854853.56,9154,30,3,2022-01-01,2025-12-31
SKU00178,2898,1413114.83,1531,30,3,2022-01-03,2025-12-31
SKU00179,1993,159403.82,1060,30,3,2022-01-02,2025-12-31
SKU00180,4701,3450146.52,2525,30,3,2022-01-01,2025-12-31
SKU00181,1649,485802.42,871,30,3,2022-01-01,2025-12-31
SKU00182,1523,254214.2,810,30,3,2022-01-01,2025-12-30
SKU00183,1610,381607.9,867,30,3,2022-01-03,2025-12-29
SKU00184,2073,1725706.46,1102,30,3,2022-01-06,2025-12-31
SKU00185,1563,719372.3200000001,832,30,3,2022-01-05,2025-12-28
SKU00186,1321,2281414.52,694,30,3,2022-01-02,2025-12-31
SKU00187,1566,371529.57,840,30,3,2022-01-01,2025-12-29
SKU00188,2862,538648.0599999999,1491,30,3,2022-01-03,2025-12-30
SKU00189,2419,157532.27,1302,30,3,2022-01-01,2025-12-31
SKU00190,102261,13950278.45,54183,30,3,2022-01-01,2025-12-31
SKU00191,1891,1052222.53,1016,30,3,2022-01-04,2025-12-31
SKU00192,1703,261921.75,916,30,3,2022-01-01,2025-12-30
SKU00193,2999,867946.74,1557,30,3,2022-01-02,2025-12-31
SKU00194,1854,923859.15,992,30,3,2022-01-03,2025-12-31
SKU00195,1451,1554808.44,775,30,3,2022-01-02,2025-12-28
SKU00196,2152,183731.91,1151,30,3,2022-01-01,2025-12-31
SKU00197,1594,491798.79,845,30,3,2022-01-05,2025-12-31
SKU00198,2847,912291.02,1473,30,3,2022-01-01,2025-12-31
SKU00199,1365,79310.77,727,30,3,2022-01-01,2025-12-31
SKU00200,2071,261330.81000000003,1087,30,3,2022-01-05,2025-12-31
SKU00201,3980,3203510.73,2174,30,3,2022-01-01,2025-12-31
SKU00202,2728,888890.37,1459,30,3,2022-01-02,2025-12-31
SKU00203,1442,245414.96,786,30,3,2022-01-01,2025-12-31
SKU00204,1648,954472.3300000001,858,30,3,2022-01-07,2025-12-30
SKU00205,4655,971160.64,2424,30,3,2022-01-01,2025-12-31
SKU00206,1661,337236.57,870,30,3,2022-01-02,2025-12-30
SKU00207,3441,314421.68,1788,30,3,2022-01-01,2025-12-31
SKU00208,1681,1792317.48,881,30,3,2022-01-02,2025-12-30
SKU00209,1467,121809.92,788,30,3,2022-01-01,2025-12-31
SKU00210,1305,4370742.63,691,30,3,2022-01-02,2025-12-31
SKU00211,2504,2771426.56,1373,30,3,2022-01-05,2025-12-31
SKU00212,1994,651103.81,1059,30,3,2022-01-01,2025-12-28
SKU00213,2309,250674.93,1198,30,3,2022-01-01,2025-12-30
SKU00214,1523,558428.99,790,30,3,2022-01-02,2025-12-30
SKU00215,1709,163427.57,907,30,3,2022-01-06,2025-12-31
SKU00216,7806,4991017.87,4199,30,3,2022-01-01,2025-12-31
SKU00217,1713,470400.92,914,30,3,2022-01-12,2025-12-31
SKU00218,1718,371338.29,909,30,3,2022-01-02,2025-12-29
SKU00219,1794,231474.4,952,30,3,2022-01-09,2025-12-31
SKU00220,1795,1224905.4000000001,976,30,3,2022-01-02,2025-12-27
SKU00221,1863,1016935.02,996,30,3,2022-01-02,2025-12-31
SKU00222,1698,791088.48,913,30,3,2022-01-01,2025-12-30
SKU00223,1562,319191.23,836,30,3,2022-01-03,2025-12-31
SKU00224,1566,240644.79,810,30,3,2022-01-04,2025-12-28
SKU00225,1911,2195593.4699999997,990,30,3,2022-01-02,2025-12-31
SKU00226,1544,106524.34,836,30,3,2022-01-03,2025-12-31
SKU00227,2059,5475337.62,1111,30,3,2022-01-01,2025-12-31
SKU00228,1638,4521798.82,875,30,3,2022-01-05,2025-12-31
SKU00229,1538,613589.9,806,30,3,2022-01-09,2025-12-29
SKU00230,1318,144698.55,700,30,3,2022-01-02,2025-12-30
SKU00231,1848,264155.49,982,30,3,2022-01-02,2025-12-31
SKU00232,5635,507597.48,2983,30,3,2022-01-02,2025-12-31
SKU00233,2170,244989.16,1157,30,3,2022-01-01,2025-12-31
SKU00234,1887,177827.4,984,30,3,2022-01-01,2025-12-30
SKU00235,1386,204876.66,731,30,3,2022-01-01,2025-12-31
SKU00236,1550,153069.56,822,30,3,2022-01-01,2025-12-30
SKU00237,1225,108103.09999999999,662,30,3,2022-01-01,2025-12-31
SKU00238,4524,7520140.24,2389,30,3,2022-01-01,2025-12-31
SKU00239,1425,1420095.79,743,30,3,2022-01-01,2025-12-31
SKU00240,1255,166618.32,672,30,3,2022-01-01,2025-12-28
SKU00241,1620,2580804.42,864,30,3,2022-01-03,2025-12-31
SKU00242,5216,1076553.2,2775,30,3,2022-01-02,2025-12-31
SKU00243,11290,5144371.6899999995,5950,30,3,2022-01-01,2025-12-31
SKU00244,1557,1085365.83,819,30,3,2022-01-05,2025-12-31
SKU00245,2024,7610945.550000001,1075,30,3,2022-01-02,2025-12-30
SKU00246,2571,2417257.46,1348,30,3,2022-01-05,2025-12-31
SKU00247,1929,426381.37,1037,30,3,2022-01-05,2025-12-31
SKU00248,2174,113822.64,1196,30,3,2022-01-03,2025-12-30
SKU00249,4989,1137667.89,2603,30,3,2022-01-01,2025-12-31
SKU00250,2203,663461.16,1212,30,3,2022-01-01,2025-12-30
SKU00251,1248,166569.27000000002,649,30,3,2022-01-03,2025-12-29
SKU00252,2899,5457440.72,1582,30,3,2022-01-05,2025-12-29
SKU00253,1794,464796.0,942,30,3,2022-01-01,2025-12-31
SKU00254,15209,1505285.43,8063,30,3,2022-01-01,2025-12-31
SKU00255,4412,664784.97,2403,30,3,2022-01-01,2025-12-31
SKU00256,2213,1614347.79,1184,30,3,2022-01-02,2025-12-31
SKU00257,2110,618600.79,1115,30,3,2022-01-06,2025-12-31
SKU00258,1523,131764.88,797,30,3,2022-01-03,2025-12-31
SKU00259,2856,672075.34,1535,30,3,2022-01-02,2025-12-31
SKU00260,3260,421060.52,1702,30,3,2022-01-04,2025-12-31
SKU00261,1721,101009.24,916,30,3,2022-01-01,2025-12-31
SKU00262,1185,189953.75999999998,637,30,3,2022-01-03,2025-12-28
SKU00263,21413,8896504.24,11364,30,3,2022-01-01,2025-12-31
SKU00264,32586,7416789.95,17342,30,3,2022-01-01,2025-12-31
SKU00265,1732,392836.85,918,30,3,2022-01-01,2025-12-31
SKU00266,1318,5392083.17,733,30,3,2022-01-03,2025-12-28
SKU00267,1710,199720.34,907,30,3,2022-01-01,2025-12-30
SKU00268,1742,267955.74,927,30,3,2022-01-03,2025-12-31
SKU00269,1373,222033.21,741,30,3,2022-01-01,2025-12-31
SKU00270,3721,1823252.1199999999,1985,30,3,2022-01-01,2025-12-31
SKU00271,2308,153196.41,1209,30,3,2022-01-03,2025-12-31
SKU00272,3670,4225621.58,1976,30,3,2022-01-02,2025-12-31
SKU00273,1700,642134.61,897,30,3,2022-01-02,2025-12-29
SKU00274,1330,1328664.18,728,30,3,2022-01-02,2025-12-31
SKU00275,2534,447247.61,1334,30,3,2022-01-02,2025-12-31
SKU00276,1496,71384.31,774,30,3,2022-01-01,2025-12-30
SKU00277,1550,842683.21,804,30,3,2022-01-02,2025-12-31
SKU00278,8768,14830720.01,4531,30,3,2022-01-01,2025-12-31
SKU00279,2345,238553.69,1266,30,3,2022-01-01,2025-12-31
SKU00280,4573,1998557.27,2430,30,3,2022-01-01,2025-12-31
SKU00281,1667,273153.36,887,30,3,2022-01-02,2025-12-30
SKU00282,1889,5394257.86,1035,30,3,2022-01-02,2025-12-29
SKU00283,3868,2038504.96,2056,30,3,2022-01-02,2025-12-31
SKU00284,1774,231228.63999999998,968,30,3,2022-01-01,2025-12-31
SKU00285,54696,26184169.63,29229,30,3,2022-01-01,2025-12-31
SKU00286,51899,3130675.69,27702,30,3,2022-01-01,2025-12-31
SKU00287,1943,1598887.17,1024,30,3,2022-01-01,2025-12-30
SKU00288,1427,145557.04,743,30,3,2022-01-01,2025-12-31
SKU00289,1548,765229.02,806,30,3,2022-01-02,2025-12-30
SKU00290,1550,342689.95,849,30,3,2022-01-05,2025-12-30
SKU00291,12788,2283997.93,6745,30,3,2022-01-01,2025-12-31
SKU00292,1686,335290.59,860,30,3,2022-01-02,2025-12-30
SKU00293,2951,358165.86000000004,1564,30,3,2022-01-01,2025-12-31
SKU00294,2676,593512.45,1409,30,3,2022-01-02,2025-12-31
SKU00295,1813,1759582.63,957,30,3,2022-01-07,2025-12-30
SKU00296,4165,2640718.87,2199,30,3,2022-01-01,2025-12-31
SKU00297,1797,291981.11,974,30,3,2022-01-01,2025-12-29
SKU00298,3603,1302583.1400000001,1906,30,3,2022-01-01,2025-12-31
SKU00299,1783,1405445.25,981,30,3,2022-01-01,2025-12-31
SKU00300,1392,129723.11,731,30,3,2022-01-02,2025-12-31
SKU00301,1392,415502.29,726,30,3,2022-01-01,2025-12-31
SKU00302,1311,368827.82,694,30,3,2022-01-03,2025-12-31
SKU00303,1763,428333.89,957,30,3,2022-01-01,2025-12-30
SKU00304,1377,482787.14,729,30,3,2022-01-01,2025-12-31
SKU00305,1361,625493.34,721,30,3,2022-01-01,2025-12-31
SKU00306,2290,646384.2000000001,1210,30,3,2022-01-04,2025-12-31
SKU00307,1451,281152.69,765,30,3,2022-01-02,2025-12-31
SKU00308,1693,534450.4,904,30,3,2022-01-03,2025-12-31
SKU00309,1351,1992827.9700000002,698,30,3,2022-01-01,2025-12-31
SKU00310,6516,474482.64999999997,3419,30,3,2022-01-02,2025-12-31
SKU00311,4053,8753549.61,2169,30,3,2022-01-01,2025-12-31
SKU00312,2440,140233.71,1298,30,3,2022-01-02,2025-12-31
SKU00313,8366,6910638.67,4405,30,3,2022-01-01,2025-12-31
SKU00314,1586,612963.45,844,30,3,2022-01-06,2025-12-31
SKU00315,2181,780797.72,1186,30,3,2022-01-01,2025-12-31
SKU00316,1364,161831.5,766,30,3,2022-01-16,2025-12-30
SKU00317,1230,126785.92,653,30,3,2022-01-01,2025-12-31
SKU00318,1420,1102060.07,759,30,3,2022-01-08,2025-12-29
SKU00319,2557,306714.77,1416,30,3,2022-01-03,2025-12-31
SKU00320,1572,201843.21,836,30,3,2022-01-06,2025-12-31
SKU00321,1443,996947.7100000001,797,30,3,2022-01-06,2025-12-31
SKU00322,1384,469191.60000000003,743,30,3,2022-01-01,2025-12-30
SKU00323,2502,642906.17,1319,30,3,2022-01-05,2025-12-29
SKU00324,2256,1056844.19,1175,30,3,2022-01-02,2025-12-31
SKU00325,4144,2455423.25,2152,30,3,2022-01-02,2025-12-31
SKU00326,3814,4824857.7299999995,2026,30,3,2022-01-01,2025-12-31
SKU00327,1647,711586.95,864,30,3,2022-01-04,2025-12-31
SKU00328,12877,2449373.13,6864,30,3,2022-01-01,2025-12-31
SKU00329,2787,3148342.37,1489,30,3,2022-01-04,2025-12-31
SKU00330,1364,110273.48999999999,722,30,3,2022-01-01,2025-12-30
SKU00331,1298,182303.77,695,30,3,2022-01-11,2025-12-30
SKU00332,2908,4535234.609999999,1566,30,3,2022-01-01,2025-12-31
SKU00333,4984,287313.13,2646,30,3,2022-01-01,2025-12-31
SKU00334,1787,2482879.91,955,30,3,2022-01-03,2025-12-31
SKU00335,1387,354630.9,748,30,3,2022-01-03,2025-12-31
SKU00336,2363,118032.87,1270,30,3,2022-01-01,2025-12-31
SKU00337,2947,1038459.3099999999,1543,30,3,2022-01-01,2025-12-31
SKU00338,2248,1559172.36,1193,30,3,2022-01-01,2025-12-29
SKU00339,1797,3175601.86,990,30,3,2022-01-01,2025-12-30
SKU00340,1535,333320.79,812,30,3,2022-01-03,2025-12-31
SKU00341,1459,131192.58000000002,767,30,3,2022-01-03,2025-12-28
SKU00342,1247,266613.06,648,30,3,2022-01-02,2025-12-27
SKU00343,2262,5463353.17,1239,30,3,2022-01-01,2025-12-31
SKU00344,1442,828873.02,765,30,3,2022-01-01,2025-12-28
SKU00345,1405,377306.22000000003,733,30,3,2022-01-03,2025-12-31
SKU00346,1421,512301.27,781,30,3,2022-01-04,2025-12-31
SKU00347,1458,210796.06,769,30,3,2022-01-01,2025-12-29
SKU00348,1417,912269.12,756,30,3,2022-01-01,2025-12-30
SKU00349,1985,452296.12,1063,30,3,2022-01-01,2025-12-31
SKU00350,1215,565678.9400000001,639,30,3,2022-01-01,2025-12-27
SKU00351,1365,143914.61000000002,741,30,3,2022-01-04,2025-12-31
SKU00352,1709,1317941.73,899,30,3,2022-01-02,2025-12-31
SKU00353,1661,109147.45999999999,870,30,3,2022-01-06,2025-12-31
SKU00354,1307,1368507.77,667,30,3,2022-01-02,2025-12-29
SKU00355,1236,166714.73,673,30,3,2022-01-02,2025-12-31
SKU00356,1998,637664.13,1049,30,3,2022-01-04,2025-12-31
SKU00357,2000,745761.0599999999,1048,30,3,2022-01-03,2025-12-31
SKU00358,2165,339278.29,1148,30,3,2022-01-02,2025-12-31
SKU00359,3601,716957.65,1907,30,3,2022-01-01,2025-12-31
SKU00360,2126,172926.66,1133,30,3,2022-01-02,2025-12-31
SKU00361,3358,473726.24,1789,30,3,2022-01-01,2025-12-31
SKU00362,1584,2639427.51,840,30,3,2022-01-13,2025-12-31
SKU00363,15629,16082591.5,8348,30,3,2022-01-01,2025-12-31
SKU00364,1398,3417926.11,751,30,3,2022-01-03,2025-12-31
SKU00365,5928,429891.36,3149,30,3,2022-01-01,2025-12-31
SKU00366,2460,456022.24,1328,30,3,2022-01-01,2025-12-31
SKU00367,2359,4080373.2399999998,1243,30,3,2022-01-04,2025-12-31
SKU00368,2784,658462.5800000001,1455,30,3,2022-01-04,2025-12-31
SKU00369,16208,5631839.76,8595,30,3,2022-01-01,2025-12-31
SKU00370,1482,942236.0,806,30,3,2022-01-03,2025-12-29
SKU00371,1249,611296.31,654,30,3,2022-01-07,2025-12-28
SKU00372,3050,128375.79,1654,30,3,2022-01-01,2025-12-31
SKU00373,5345,422179.47,2844,30,3,2022-01-02,2025-12-31
SKU00374,1512,1676434.33,793,30,3,2022-01-03,2025-12-30
SKU00375,2105,225696.59,1119,30,3,2022-01-06,2025-12-31
SKU00376,29523,5718726.66,15609,30,3,2022-01-01,2025-12-31
SKU00377,2115,418136.63999999996,1138,30,3,2022-01-01,2025-12-29
SKU00378,3567,747524.0,1895,30,3,2022-01-02,2025-12-30
SKU00379,1425,1325747.73,727,30,3,2022-01-04,2025-12-31
SKU00380,1339,369927.99,737,30,3,2022-01-17,2025-12-30
SKU00381,1657,1369314.82,888,30,3,2022-01-05,2025-12-31
SKU00382,1370,135954.8,736,30,3,2022-01-01,2025-12-30
SKU00383,4574,533793.5599999999,2412,30,3,2022-01-01,2025-12-31
SKU00384,1470,262575.06,775,30,3,2022-01-12,2025-12-30
SKU00385,1281,465067.61000000004,673,30,3,2022-01-01,2025-12-30
SKU00386,1239,161384.4,694,30,3,2022-01-06,2025-12-30
SKU00387,6577,3955952.27,3471,30,3,2022-01-01,2025-12-31
SKU00388,10833,645549.53,5775,30,3,2022-01-01,2025-12-31
SKU00389,1337,808648.65,714,30,3,2022-01-01,2025-12-29
SKU00390,2376,954061.0,1283,30,3,2022-01-02,2025-12-31
SKU00391,4133,4703964.29,2204,30,3,2022-01-01,2025-12-31
SKU00392,2039,954212.23,1040,30,3,2022-01-02,2025-12-31
SKU00393,4140,345523.28,2204,30,3,2022-01-02,2025-12-31
